20
231.376397604,192.122907996,11.8459892532
0.635121278267,59.8692358065,5.83566953583
241.842752329,55.3132390027,12.1728424844
129.850905838,216.821664273,3.64785274236
55.0120841745,234.06025212,2.35463406016
62.8514508585,233.619291062,5.66772157902
21.6499023181,219.909789744,13.4895403563
73.0684671129,148.654919758,5.66772157902
117.495845464,260.426205476,17.6814764673
169.303378843,39.8125224291,18.0370196361
1.85678694883,221.319611468,2.89630306771
192.652937986,170.223148332,19.8569158374
-291.10272859,-88.41596834,-2.06661630988
172.424439293,215.353746078,9.53509489675
196.375189531,255.971072,19.8651547228
169.775867394,173.733111332,7.42576196228
144.28983609,209.106093281,3.87442337209
109.91512228,86.9480224494,5.91833340983
139.684266092,67.8512922765,15.1998331507
266.559701238,248.197949078,1.10392719452
